key;sources;monoculture;inhibition score;test organism;phylogenetic distance (Tamura-Nei);strain A;strain B
P2_m68_1|S3_m198_1;P_S;0;0;Acinetobacter;0.250516638;P2_m68_1;S3_m198_1
P3_m179_1|S3_m209_1;P_S;0;0;Acinetobacter;0.250536731;P3_m179_1;S3_m209_1
P3_m179_1|S3_m209_1;P_S;0;0;Staphylococcus;0.250536731;P3_m179_1;S3_m209_1
P3_m123_1|S3_m209_1;P_S;0;0;Acinetobacter;0.25053767;P3_m123_1;S3_m209_1
P3_m123_1|S3_m209_1;P_S;0;0;Staphylococcus;0.25053767;P3_m123_1;S3_m209_1
S3_m211_1|S3_m212_1;S_S;0;0;Staphylococcus;0.250564075;S3_m211_1;S3_m212_1
S3_m211_1|S3_m212_1;S_S;0;0;Acinetobacter;0.250564075;S3_m211_1;S3_m212_1
S3_m153_1|S3_m198_1;S_S;0;0;Acinetobacter;0.250570835;S3_m153_1;S3_m198_1
S3_m153_1|S3_m198_1;S_S;0;0;Staphylococcus;0.250570835;S3_m153_1;S3_m198_1
P2_m18_1|S3_m106_2;P_S;0;0;Staphylococcus;0.250572407;P2_m18_1;S3_m106_2
P3_m162_1|S3_m189_1;P_S;0;0;Acinetobacter;0.250579316;P3_m162_1;S3_m189_1
P3_m162_1|S3_m189_1;P_S;0;0;Staphylococcus;0.250579316;P3_m162_1;S3_m189_1
S3_m169_1|S3_m189_1;S_S;0;0;Acinetobacter;0.250579316;S3_m169_1;S3_m189_1
S3_m169_1|S3_m189_1;S_S;0;0;Staphylococcus;0.250579316;S3_m169_1;S3_m189_1
S3_m189_1|S3_m203_1;S_S;0;0;Acinetobacter;0.250583621;S3_m189_1;S3_m203_1
S3_m189_1|S3_m203_1;S_S;0;0;Staphylococcus;0.250583621;S3_m189_1;S3_m203_1
P2_m31_3|P3_m171_2;P_P;0;0;Staphylococcus;0.250597885;P2_m31_3;P3_m171_2
P2_m31_3|P3_m171_2;P_P;0;0;Acinetobacter;0.250597885;P2_m31_3;P3_m171_2
P2_m31_3|P3_m171_1;P_P;0;0;Staphylococcus;0.250597885;P2_m31_3;P3_m171_1
P2_m31_3|P3_m171_1;P_P;0;0;Acinetobacter;0.250597885;P2_m31_3;P3_m171_1
S2_m233_1|S3_m106_2;S_S;0;0;Acinetobacter;0.250605619;S2_m233_1;S3_m106_2
S2_m233_1|S3_m106_2;S_S;0;0;Staphylococcus;0.250605619;S2_m233_1;S3_m106_2
P3_m160_1|PUMICE2_m97_1;P_PUMICE;0;0;Staphylococcus;0.250626219;P3_m160_1;PUMICE2_m97_1
P3_m160_1|PUMICE2_m97_1;P_PUMICE;0;0;Acinetobacter;0.250626219;P3_m160_1;PUMICE2_m97_1
S2_m61_1|S3_m189_1;S_S;1;0;Acinetobacter;0.250653194;S2_m61_1;S3_m189_1
S2_m61_1|S3_m189_1;S_S;1;2;Staphylococcus;0.250653194;S2_m61_1;S3_m189_1
P3_m158_1|S3_m189_1;P_S;1;2;Staphylococcus;0.250653194;P3_m158_1;S3_m189_1
P3_m158_1|S3_m189_1;P_S;1;0;Acinetobacter;0.250653194;P3_m158_1;S3_m189_1
PUMICE2_m97_1|S2_m234_1;PUMICE_S;1;0;Acinetobacter;0.250695417;PUMICE2_m97_1;S2_m234_1
PUMICE2_m97_1|S2_m234_1;PUMICE_S;1;2;Staphylococcus;0.250695417;PUMICE2_m97_1;S2_m234_1
P2_m49_1|P3_m185_1;P_P;0;0;Staphylococcus;0.250721585;P2_m49_1;P3_m185_1
P2_m49_1|P3_m185_1;P_P;0;0;Acinetobacter;0.250721585;P2_m49_1;P3_m185_1
P3_m172_1|S3_m208_1;P_S;1;2;Staphylococcus;0.250724807;P3_m172_1;S3_m208_1
P3_m172_1|S3_m208_1;P_S;1;0;Acinetobacter;0.250724807;P3_m172_1;S3_m208_1
P3_m174_1|S3_m208_1;P_S;1;0;Acinetobacter;0.250724807;P3_m174_1;S3_m208_1
P3_m174_1|S3_m208_1;P_S;1;2;Staphylococcus;0.250724807;P3_m174_1;S3_m208_1
P2_m41_1|P3_m112_1;P_P;0;0;Staphylococcus;0.250726481;P2_m41_1;P3_m112_1
P3_m102_1|P3_m163_1;P_P;0;0;Acinetobacter;0.250739726;P3_m102_1;P3_m163_1
P3_m102_1|P3_m163_1;P_P;0;0;Staphylococcus;0.250739726;P3_m102_1;P3_m163_1
P2_m19_1|S3_m193_1;P_S;0;0;Staphylococcus;0.250742856;P2_m19_1;S3_m193_1
P2_m19_1|S3_m193_1;P_S;0;0;Acinetobacter;0.250742856;P2_m19_1;S3_m193_1
S3_m197_2|S3_m213_1;S_S;0;0;Staphylococcus;0.250752815;S3_m197_2;S3_m213_1
S3_m197_2|S3_m213_1;S_S;0;0;Acinetobacter;0.250752815;S3_m197_2;S3_m213_1
P2_m67_1|S3_m197_2;P_S;0;0;Acinetobacter;0.250753568;P2_m67_1;S3_m197_2
P2_m67_1|S3_m197_2;P_S;0;0;Staphylococcus;0.250753568;P2_m67_1;S3_m197_2
P2_m14_1|S3_m190_1;P_S;0;0;Staphylococcus;0.250773565;P2_m14_1;S3_m190_1
P2_m14_1|S3_m190_1;P_S;0;0;Acinetobacter;0.250773565;P2_m14_1;S3_m190_1
P2_m20_1|P2_m39_1;P_P;0;0;Staphylococcus;0.250779191;P2_m20_1;P2_m39_1
P2_m20_1|P2_m39_1;P_P;0;0;Acinetobacter;0.250779191;P2_m20_1;P2_m39_1
P2_m39_1|P2_m40_1;P_P;0;0;Acinetobacter;0.250779191;P2_m39_1;P2_m40_1
P2_m39_1|P2_m40_1;P_P;0;0;Staphylococcus;0.250779191;P2_m39_1;P2_m40_1
P3_m147_1|S3_m142_1;P_S;0;0;Staphylococcus;0.250803602;P3_m147_1;S3_m142_1
P3_m123_1|S3_m197_2;P_S;0;2;Staphylococcus;0.250815891;P3_m123_1;S3_m197_2
P3_m123_1|S3_m197_2;P_S;0;0;Acinetobacter;0.250815891;P3_m123_1;S3_m197_2
S2_m10_4|S2_m12_1;S_S;0;2;Staphylococcus;0.250817803;S2_m10_4;S2_m12_1
P2_m50_1|P3_m113_1;P_P;1;1;Acinetobacter;0.2508261;P2_m50_1;P3_m113_1
P2_m50_1|P3_m113_1;P_P;1;2;Staphylococcus;0.2508261;P2_m50_1;P3_m113_1
P2_m39_1|P2_m73_1;P_P;0;0;Acinetobacter;0.250832071;P2_m39_1;P2_m73_1
P2_m39_1|P2_m73_1;P_P;0;0;Staphylococcus;0.250832071;P2_m39_1;P2_m73_1
P2_m39_1|P2_m67_1;P_P;0;0;Acinetobacter;0.250832071;P2_m39_1;P2_m67_1
P2_m39_1|P2_m67_1;P_P;0;0;Staphylococcus;0.250832071;P2_m39_1;P2_m67_1
P2_m39_1|P2_m73_2;P_P;0;0;Acinetobacter;0.250832071;P2_m39_1;P2_m73_2
P2_m39_1|P2_m73_2;P_P;0;0;Staphylococcus;0.250832071;P2_m39_1;P2_m73_2
P2_m39_1|P3_m141_1;P_P;0;0;Acinetobacter;0.250832071;P2_m39_1;P3_m141_1
P2_m39_1|P3_m141_1;P_P;0;0;Staphylococcus;0.250832071;P2_m39_1;P3_m141_1
P2_m39_1|P3_m163_1;P_P;0;0;Acinetobacter;0.250832071;P2_m39_1;P3_m163_1
P2_m39_1|P3_m163_1;P_P;0;0;Staphylococcus;0.250832071;P2_m39_1;P3_m163_1
P3_m172_1|S3_m213_1;P_S;0;0;Acinetobacter;0.25083396;P3_m172_1;S3_m213_1
P3_m172_1|S3_m213_1;P_S;0;0;Staphylococcus;0.25083396;P3_m172_1;S3_m213_1
P3_m116_1|P3_m145_1;P_P;0;1;Acinetobacter;0.25084352;P3_m116_1;P3_m145_1
P3_m116_1|P3_m145_1;P_P;0;0;Staphylococcus;0.25084352;P3_m116_1;P3_m145_1
P3_m116_1|S3_m210_1;P_S;0;0;Acinetobacter;0.25084352;P3_m116_1;S3_m210_1
P3_m116_1|S3_m210_1;P_S;0;0;Staphylococcus;0.25084352;P3_m116_1;S3_m210_1
P3_m158_1|P3_m173_1;P_P;1;2;Staphylococcus;0.250849668;P3_m158_1;P3_m173_1
P3_m158_1|P3_m173_1;P_P;1;0;Acinetobacter;0.250849668;P3_m158_1;P3_m173_1
P3_m173_1|S3_m201_1;P_S;1;2;Staphylococcus;0.250852708;P3_m173_1;S3_m201_1
P3_m173_1|S3_m201_1;P_S;1;0;Acinetobacter;0.250852708;P3_m173_1;S3_m201_1
P3_m173_1|S3_m138_1;P_S;1;0;Acinetobacter;0.250852708;P3_m173_1;S3_m138_1
P3_m173_1|S3_m138_1;P_S;1;0;Staphylococcus;0.250852708;P3_m173_1;S3_m138_1
P3_m173_1|S3_m132_1;P_S;1;2;Staphylococcus;0.250852708;P3_m173_1;S3_m132_1
P3_m173_1|S3_m132_1;P_S;1;0;Acinetobacter;0.250852708;P3_m173_1;S3_m132_1
P2_m30_1|P3_m173_1;P_P;1;0;Acinetobacter;0.250852708;P2_m30_1;P3_m173_1
P2_m30_1|P3_m173_1;P_P;1;2;Staphylococcus;0.250852708;P2_m30_1;P3_m173_1
S2_m52_1|S3_m207_1;S_S;2;2;Staphylococcus;0.250861996;S2_m52_1;S3_m207_1
S2_m52_1|S3_m207_1;S_S;2;0;Acinetobacter;0.250861996;S2_m52_1;S3_m207_1
P2_m24_1|S3_m207_1;P_S;2;0;Acinetobacter;0.250861996;P2_m24_1;S3_m207_1
P2_m24_1|S3_m207_1;P_S;2;2;Staphylococcus;0.250861996;P2_m24_1;S3_m207_1
P2_m20_1|S2_m235_1;P_S;0;0;Staphylococcus;0.250865029;P2_m20_1;S2_m235_1
P2_m20_1|S2_m235_1;P_S;0;0;Acinetobacter;0.250865029;P2_m20_1;S2_m235_1
P2_m47_2|S2_m91_1;P_S;0;0;Acinetobacter;0.250867417;P2_m47_2;S2_m91_1
P2_m47_2|S2_m91_1;P_S;0;0;Staphylococcus;0.250867417;P2_m47_2;S2_m91_1
P2_m47_3|S2_m91_1;P_S;0;0;Acinetobacter;0.250867417;P2_m47_3;S2_m91_1
P2_m47_3|S2_m91_1;P_S;0;0;Staphylococcus;0.250867417;P2_m47_3;S2_m91_1
P1_m218_1|P3_m173_1;P_P;0;0;Acinetobacter;0.250871516;P1_m218_1;P3_m173_1
P1_m218_1|P3_m173_1;P_P;0;0;Staphylococcus;0.250871516;P1_m218_1;P3_m173_1
S3_m131_1|S3_m207_1;S_S;1;0;Acinetobacter;0.250873734;S3_m131_1;S3_m207_1
S3_m131_1|S3_m207_1;S_S;1;0;Staphylococcus;0.250873734;S3_m131_1;S3_m207_1
P3_m168_1|S2_m51_1;P_S;0;0;Staphylococcus;0.250892255;P3_m168_1;S2_m51_1
P3_m144_1|P3_m181_1;P_P;0;0;Acinetobacter;0.250910466;P3_m144_1;P3_m181_1
P3_m144_1|P3_m181_1;P_P;0;0;Staphylococcus;0.250910466;P3_m144_1;P3_m181_1
P2_m49_1|S3_m207_1;P_S;1;2;Staphylococcus;0.250919673;P2_m49_1;S3_m207_1
P2_m49_1|S3_m207_1;P_S;1;0;Acinetobacter;0.250919673;P2_m49_1;S3_m207_1
P2_m48_1|P3_m112_1;P_P;0;0;Staphylococcus;0.250923177;P2_m48_1;P3_m112_1
P3_m112_1|P3_m228_1;P_P;0;0;Staphylococcus;0.250923177;P3_m112_1;P3_m228_1
P3_m156_1|S3_m196_1;P_S;0;0;Acinetobacter;0.250923289;P3_m156_1;S3_m196_1
P3_m156_1|S3_m196_1;P_S;0;0;Staphylococcus;0.250923289;P3_m156_1;S3_m196_1
P2_m67_1|P3_m172_1;P_P;0;0;Acinetobacter;0.250927158;P2_m67_1;P3_m172_1
P2_m67_1|P3_m172_1;P_P;0;0;Staphylococcus;0.250927158;P2_m67_1;P3_m172_1
P2_m67_1|P3_m174_1;P_P;0;0;Staphylococcus;0.250927158;P2_m67_1;P3_m174_1
P2_m67_1|P3_m174_1;P_P;0;0;Acinetobacter;0.250927158;P2_m67_1;P3_m174_1
P3_m172_1|S3_m131_1;P_S;0;0;Acinetobacter;0.2509411;P3_m172_1;S3_m131_1
P3_m172_1|S3_m131_1;P_S;0;0;Staphylococcus;0.2509411;P3_m172_1;S3_m131_1
P3_m141_1|P3_m185_1;P_P;0;0;Staphylococcus;0.2509433;P3_m141_1;P3_m185_1
P3_m141_1|P3_m185_1;P_P;0;0;Acinetobacter;0.2509433;P3_m141_1;P3_m185_1
P3_m177_1|S3_m140_1;P_S;0;0;Acinetobacter;0.2509449;P3_m177_1;S3_m140_1
P3_m177_1|S3_m140_1;P_S;0;0;Staphylococcus;0.2509449;P3_m177_1;S3_m140_1
P3_m182_1|S2_m60_1;P_S;1;2;Staphylococcus;0.250960826;P3_m182_1;S2_m60_1
P3_m182_1|S2_m60_1;P_S;1;0;Acinetobacter;0.250960826;P3_m182_1;S2_m60_1
P3_m182_1|S2_m60_1;P_S;1;0;Staphylococcus;0.250960826;P3_m182_1;S2_m60_1
P3_m171_2|S3_m201_1;P_S;1;0;Acinetobacter;0.250962434;P3_m171_2;S3_m201_1
P3_m171_2|S3_m201_1;P_S;1;2;Staphylococcus;0.250962434;P3_m171_2;S3_m201_1
P3_m171_1|S3_m201_1;P_S;1;2;Staphylococcus;0.250962434;P3_m171_1;S3_m201_1
P3_m171_1|S3_m201_1;P_S;1;0;Acinetobacter;0.250962434;P3_m171_1;S3_m201_1
P3_m171_2|S3_m138_1;P_S;1;0;Acinetobacter;0.250962434;P3_m171_2;S3_m138_1
P3_m171_2|S3_m138_1;P_S;1;0;Staphylococcus;0.250962434;P3_m171_2;S3_m138_1
P3_m171_1|S3_m138_1;P_S;1;2;Staphylococcus;0.250962434;P3_m171_1;S3_m138_1
P3_m171_1|S3_m138_1;P_S;1;0;Acinetobacter;0.250962434;P3_m171_1;S3_m138_1
P3_m171_2|S3_m132_1;P_S;1;2;Staphylococcus;0.250962434;P3_m171_2;S3_m132_1
P3_m171_2|S3_m132_1;P_S;1;0;Acinetobacter;0.250962434;P3_m171_2;S3_m132_1
P3_m171_1|S3_m132_1;P_S;1;0;Staphylococcus;0.250962434;P3_m171_1;S3_m132_1
P3_m171_1|S3_m132_1;P_S;1;0;Acinetobacter;0.250962434;P3_m171_1;S3_m132_1
P2_m30_1|P3_m171_2;P_P;1;0;Acinetobacter;0.250962434;P2_m30_1;P3_m171_2
P2_m30_1|P3_m171_2;P_P;1;2;Staphylococcus;0.250962434;P2_m30_1;P3_m171_2
P2_m30_1|P3_m171_1;P_P;1;0;Acinetobacter;0.250962434;P2_m30_1;P3_m171_1
P2_m30_1|P3_m171_1;P_P;1;0;Staphylococcus;0.250962434;P2_m30_1;P3_m171_1
P3_m172_1|S2_m61_1;P_S;1;0;Staphylococcus;0.250964168;P3_m172_1;S2_m61_1
P3_m172_1|S2_m61_1;P_S;1;0;Acinetobacter;0.250964168;P3_m172_1;S2_m61_1
P2_m80_1|P3_m163_1;P_P;0;0;Acinetobacter;0.250972578;P2_m80_1;P3_m163_1
P2_m80_1|P3_m163_1;P_P;0;0;Staphylococcus;0.250972578;P2_m80_1;P3_m163_1
P2_m66_1|S3_m153_1;P_S;0;0;Acinetobacter;0.250978453;P2_m66_1;S3_m153_1
P2_m66_1|S3_m153_1;P_S;0;0;Staphylococcus;0.250978453;P2_m66_1;S3_m153_1
P2_m69_1|S3_m153_1;P_S;0;0;Staphylococcus;0.250978453;P2_m69_1;S3_m153_1
P2_m69_1|S3_m153_1;P_S;0;0;Acinetobacter;0.250978453;P2_m69_1;S3_m153_1
S2_m54_1|S3_m153_1;S_S;0;0;Staphylococcus;0.250988633;S2_m54_1;S3_m153_1
S2_m54_1|S3_m153_1;S_S;0;0;Acinetobacter;0.250988633;S2_m54_1;S3_m153_1
P2_m50_1|PUMICE2_m97_1;P_PUMICE;1;1;Acinetobacter;0.251006072;P2_m50_1;PUMICE2_m97_1
P2_m50_1|PUMICE2_m97_1;P_PUMICE;1;2;Staphylococcus;0.251006072;P2_m50_1;PUMICE2_m97_1
PUMICE2_m97_1|S3_m206_1;PUMICE_S;1;2;Staphylococcus;0.251018956;PUMICE2_m97_1;S3_m206_1
PUMICE2_m97_1|S3_m206_1;PUMICE_S;1;0;Acinetobacter;0.251018956;PUMICE2_m97_1;S3_m206_1
P3_m173_1|S3_m130_1;P_S;0;0;Acinetobacter;0.25102813;P3_m173_1;S3_m130_1
P3_m173_1|S3_m130_1;P_S;0;0;Staphylococcus;0.25102813;P3_m173_1;S3_m130_1
P3_m160_1|P3_m181_1;P_P;0;0;Staphylococcus;0.251039878;P3_m160_1;P3_m181_1
P3_m160_1|P3_m181_1;P_P;0;0;Acinetobacter;0.251039878;P3_m160_1;P3_m181_1
P2_m40_1|P2_m66_1;P_P;0;0;Staphylococcus;0.251059627;P2_m40_1;P2_m66_1
P2_m40_1|P2_m66_1;P_P;0;0;Acinetobacter;0.251059627;P2_m40_1;P2_m66_1
P2_m40_1|P2_m69_1;P_P;0;0;Staphylococcus;0.251059627;P2_m40_1;P2_m69_1
P2_m40_1|P2_m69_1;P_P;0;0;Acinetobacter;0.251059627;P2_m40_1;P2_m69_1
P2_m20_1|S2_m54_1;P_S;0;0;Acinetobacter;0.251070714;P2_m20_1;S2_m54_1
P2_m20_1|S2_m54_1;P_S;0;0;Staphylococcus;0.251070714;P2_m20_1;S2_m54_1
P3_m172_1|S3_m207_1;P_S;1;0;Acinetobacter;0.251091691;P3_m172_1;S3_m207_1
P3_m172_1|S3_m207_1;P_S;1;2;Staphylococcus;0.251091691;P3_m172_1;S3_m207_1
P3_m173_1|S3_m207_1;P_S;1;2;Staphylococcus;0.251091691;P3_m173_1;S3_m207_1
P3_m173_1|S3_m207_1;P_S;1;0;Acinetobacter;0.251091691;P3_m173_1;S3_m207_1
P3_m174_1|S3_m207_1;P_S;1;0;Acinetobacter;0.251091691;P3_m174_1;S3_m207_1
P3_m174_1|S3_m207_1;P_S;1;2;Staphylococcus;0.251091691;P3_m174_1;S3_m207_1
P3_m122_1|P3_m228_1;P_P;1;1;Acinetobacter;0.251094497;P3_m122_1;P3_m228_1
P3_m145_1|S2_m235_1;P_S;0;0;Staphylococcus;0.251098045;P3_m145_1;S2_m235_1
P3_m145_1|S2_m235_1;P_S;0;0;Acinetobacter;0.251098045;P3_m145_1;S2_m235_1
S2_m235_1|S3_m210_1;S_S;0;0;Acinetobacter;0.251098045;S2_m235_1;S3_m210_1
S2_m235_1|S3_m210_1;S_S;0;0;Staphylococcus;0.251098045;S2_m235_1;S3_m210_1
P2_m49_1|S3_m197_2;P_S;0;0;Staphylococcus;0.251106209;P2_m49_1;S3_m197_2
P2_m49_1|S3_m197_2;P_S;0;0;Acinetobacter;0.251106209;P2_m49_1;S3_m197_2
P3_m174_1|S3_m213_1;P_S;0;0;Acinetobacter;0.251109087;P3_m174_1;S3_m213_1
P3_m174_1|S3_m213_1;P_S;0;0;Staphylococcus;0.251109087;P3_m174_1;S3_m213_1
S2_m235_1|S3_m139_1;S_S;0;0;Staphylococcus;0.251112817;S2_m235_1;S3_m139_1
P2_m41_1|P3_m116_1;P_P;0;0;Staphylococcus;0.25112343;P2_m41_1;P3_m116_1
P2_m41_1|P3_m116_1;P_P;0;1;Acinetobacter;0.25112343;P2_m41_1;P3_m116_1
P2_m65_1|S3_m198_1;P_S;0;0;Staphylococcus;0.251129996;P2_m65_1;S3_m198_1
P2_m65_1|S3_m198_1;P_S;0;0;Acinetobacter;0.251129996;P2_m65_1;S3_m198_1
P2_m40_1|P2_m80_1;P_P;0;0;Acinetobacter;0.251136871;P2_m40_1;P2_m80_1
P2_m40_1|P2_m80_1;P_P;0;0;Staphylococcus;0.251136871;P2_m40_1;P2_m80_1
P2_m40_1|S3_m135_1;P_S;0;0;Acinetobacter;0.251136871;P2_m40_1;S3_m135_1
P2_m40_1|S3_m135_1;P_S;0;0;Staphylococcus;0.251136871;P2_m40_1;S3_m135_1
S3_m208_1|S3_m213_1;S_S;1;0;Staphylococcus;0.251157547;S3_m208_1;S3_m213_1
S3_m208_1|S3_m213_1;S_S;1;0;Acinetobacter;0.251157547;S3_m208_1;S3_m213_1
P2_m19_1|P3_m188_1;P_P;0;0;Acinetobacter;0.251167429;P2_m19_1;P3_m188_1
P2_m19_1|P3_m188_1;P_P;0;0;Staphylococcus;0.251167429;P2_m19_1;P3_m188_1
P3_m171_2|S2_m91_1;P_S;0;0;Acinetobacter;0.251174093;P3_m171_2;S2_m91_1
P3_m171_2|S2_m91_1;P_S;0;0;Staphylococcus;0.251174093;P3_m171_2;S2_m91_1
P3_m171_1|S2_m91_1;P_S;0;0;Acinetobacter;0.251174093;P3_m171_1;S2_m91_1
P3_m171_1|S2_m91_1;P_S;0;0;Staphylococcus;0.251174093;P3_m171_1;S2_m91_1
P2_m67_1|S3_m208_1;P_S;1;0;Acinetobacter;0.251174511;P2_m67_1;S3_m208_1
P2_m67_1|S3_m208_1;P_S;1;2;Staphylococcus;0.251174511;P2_m67_1;S3_m208_1
P2_m20_1|S3_m211_1;P_S;0;0;Staphylococcus;0.251189726;P2_m20_1;S3_m211_1
P2_m20_1|S3_m211_1;P_S;0;0;Acinetobacter;0.251189726;P2_m20_1;S3_m211_1
P3_m123_1|S3_m208_1;P_S;1;0;Staphylococcus;0.25120601;P3_m123_1;S3_m208_1
P3_m123_1|S3_m208_1;P_S;1;0;Acinetobacter;0.25120601;P3_m123_1;S3_m208_1
P2_m71_1|S2_m60_1;P_S;0;0;Acinetobacter;0.251208358;P2_m71_1;S2_m60_1
P2_m71_1|S2_m60_1;P_S;0;nan;Staphylococcus;0.251208358;P2_m71_1;S2_m60_1
P3_m173_1|S2_m91_1;P_S;0;0;Acinetobacter;0.251215604;P3_m173_1;S2_m91_1
P3_m173_1|S2_m91_1;P_S;0;0;Staphylococcus;0.251215604;P3_m173_1;S2_m91_1
P3_m174_1|S3_m131_1;P_S;0;0;Acinetobacter;0.251215814;P3_m174_1;S3_m131_1
P3_m174_1|S3_m131_1;P_S;0;0;Staphylococcus;0.251215814;P3_m174_1;S3_m131_1
S2_m52_1|S3_m197_2;S_S;1;2;Staphylococcus;0.251225139;S2_m52_1;S3_m197_2
S2_m52_1|S3_m197_2;S_S;1;0;Acinetobacter;0.251225139;S2_m52_1;S3_m197_2
P2_m24_1|S3_m197_2;P_S;1;2;Staphylococcus;0.251225139;P2_m24_1;S3_m197_2
P2_m24_1|S3_m197_2;P_S;1;0;Acinetobacter;0.251225139;P2_m24_1;S3_m197_2
S3_m131_1|S3_m197_2;S_S;0;0;Acinetobacter;0.251234153;S3_m131_1;S3_m197_2
S3_m131_1|S3_m197_2;S_S;0;0;Staphylococcus;0.251234153;S3_m131_1;S3_m197_2
S2_m59_1|S3_m189_1;S_S;0;0;Acinetobacter;0.251239221;S2_m59_1;S3_m189_1
S2_m59_1|S3_m189_1;S_S;0;0;Staphylococcus;0.251239221;S2_m59_1;S3_m189_1
P3_m174_1|S2_m61_1;P_S;1;0;Acinetobacter;0.251239716;P3_m174_1;S2_m61_1
P3_m174_1|S2_m61_1;P_S;1;2;Staphylococcus;0.251239716;P3_m174_1;S2_m61_1
P2_m65_1|S3_m211_1;P_S;0;0;Acinetobacter;0.251240934;P2_m65_1;S3_m211_1
P2_m65_1|S3_m211_1;P_S;0;0;Staphylococcus;0.251240934;P2_m65_1;S3_m211_1
P2_m88_1|S3_m142_1;P_S;0;0;Staphylococcus;0.251242422;P2_m88_1;S3_m142_1
P3_m144_1|P3_m177_1;P_P;0;0;Staphylococcus;0.251245901;P3_m144_1;P3_m177_1
P3_m144_1|P3_m177_1;P_P;0;0;Acinetobacter;0.251245901;P3_m144_1;P3_m177_1
P3_m158_1|S3_m209_1;P_S;1;2;Staphylococcus;0.251267375;P3_m158_1;S3_m209_1
P3_m158_1|S3_m209_1;P_S;1;0;Acinetobacter;0.251267375;P3_m158_1;S3_m209_1
S2_m235_1|S3_m207_1;S_S;1;2;Staphylococcus;0.251269484;S2_m235_1;S3_m207_1
S2_m235_1|S3_m207_1;S_S;1;0;Acinetobacter;0.251269484;S2_m235_1;S3_m207_1
S2_m11_2|S2_m12_1;S_S;0;0;Staphylococcus;0.251284191;S2_m11_2;S2_m12_1
P3_m116_1|S2_m60_1;P_S;0;0;Staphylococcus;0.251368508;P3_m116_1;S2_m60_1
P3_m116_1|S2_m60_1;P_S;0;0;Acinetobacter;0.251368508;P3_m116_1;S2_m60_1
P1_m219_1|P3_m116_1;P_P;0;0;Staphylococcus;0.251391341;P1_m219_1;P3_m116_1
P1_m219_1|P3_m116_1;P_P;0;0;Acinetobacter;0.251391341;P1_m219_1;P3_m116_1
P3_m112_1|PUMICE2_m94_2;P_PUMICE;0;0;Staphylococcus;0.251414954;P3_m112_1;PUMICE2_m94_2
P2_m24_1|S3_m209_1;P_S;1;0;Acinetobacter;0.251415268;P2_m24_1;S3_m209_1
P2_m24_1|S3_m209_1;P_S;1;0;Staphylococcus;0.251415268;P2_m24_1;S3_m209_1
S2_m52_1|S3_m209_1;S_S;1;2;Staphylococcus;0.251415268;S2_m52_1;S3_m209_1
S2_m52_1|S3_m209_1;S_S;1;0;Acinetobacter;0.251415268;S2_m52_1;S3_m209_1
P3_m174_1|S3_m130_1;P_S;0;0;Staphylococcus;0.251443194;P3_m174_1;S3_m130_1
P3_m174_1|S3_m130_1;P_S;0;0;Acinetobacter;0.251443194;P3_m174_1;S3_m130_1
P3_m182_1|S3_m140_1;P_S;1;0;Acinetobacter;0.251447709;P3_m182_1;S3_m140_1
P3_m182_1|S3_m140_1;P_S;1;2;Staphylococcus;0.251447709;P3_m182_1;S3_m140_1
P2_m38_1|P3_m105_1;P_P;0;0;Staphylococcus;0.251489624;P2_m38_1;P3_m105_1
P3_m105_1|S3_m200_1;P_S;0;0;Acinetobacter;0.251489624;P3_m105_1;S3_m200_1
P3_m105_1|S3_m200_1;P_S;0;0;Staphylococcus;0.251489624;P3_m105_1;S3_m200_1
P2_m27_1|S2_m125_1;P_S;0;0;Acinetobacter;0.2515005;P2_m27_1;S2_m125_1
P2_m27_1|S2_m55_1;P_S;0;0;Acinetobacter;0.251504964;P2_m27_1;S2_m55_1
P2_m19_1|P2_m78_1;P_P;0;0;Acinetobacter;0.25151597;P2_m19_1;P2_m78_1
P2_m19_1|P2_m78_1;P_P;0;0;Staphylococcus;0.25151597;P2_m19_1;P2_m78_1
P2_m49_1|S3_m208_1;P_S;1;0;Acinetobacter;0.251527845;P2_m49_1;S3_m208_1
P2_m49_1|S3_m208_1;P_S;1;2;Staphylococcus;0.251527845;P2_m49_1;S3_m208_1
P3_m122_1|P3_m123_1;P_P;1;0;Acinetobacter;0.251528601;P3_m122_1;P3_m123_1
P3_m122_1|P3_m123_1;P_P;1;0;Staphylococcus;0.251528601;P3_m122_1;P3_m123_1
P3_m179_1|S3_m215_1;P_S;0;0;Staphylococcus;0.25156786;P3_m179_1;S3_m215_1
P3_m179_1|S3_m215_1;P_S;0;0;Acinetobacter;0.25156786;P3_m179_1;S3_m215_1
P2_m20_1|P3_m188_1;P_P;0;0;Staphylococcus;0.251582174;P2_m20_1;P3_m188_1
P2_m20_1|P3_m188_1;P_P;0;0;Acinetobacter;0.251582174;P2_m20_1;P3_m188_1
P3_m163_1|P3_m179_1;P_P;0;0;Staphylococcus;0.251584557;P3_m163_1;P3_m179_1
P3_m163_1|P3_m179_1;P_P;0;0;Acinetobacter;0.251584557;P3_m163_1;P3_m179_1
P1_m218_1|S3_m212_1;P_S;0;0;Staphylococcus;0.251584855;P1_m218_1;S3_m212_1
P1_m218_1|S3_m212_1;P_S;0;0;Acinetobacter;0.251584855;P1_m218_1;S3_m212_1
P3_m116_1|S3_m201_1;P_S;1;0;Acinetobacter;0.251588851;P3_m116_1;S3_m201_1
